user_id,course_id,modules_achieved,Unnamed: 0,speed,speed1,speed2
100120050110043028,3,0,5532,0.0,0.0,0.0
100120060110982009,3,8,10478,1.1044253825069998,0.27610634562674996,0.82831903688025
100120050110554181,3,2,7585,0.6419905530806309,0.32099527654031546,0.32099527654031546
100120040110288242,3,5,4381,0.9978780364146033,0.19957560728292065,0.7983024291316826
100120040110523247,3,2,4763,0.6534487404825647,0.0,0.6534487404825647
100119810110426193,3,0,1865,0.0,0.0,0.0
100119700110532495,3,1,401,0.3267247092433094,0.0,0.3267247092433094
100120050110450540,3,7,6737,1.095065147371421,0.3128757563918346,0.7821893909795865
100119850110464717,3,5,2218,0.9910842193742556,0.3964336877497023,0.5946505316245534
100119700110446367,3,7,246,1.1955103710471269,0.17078719586387525,1.0247231751832515
100120050110451371,3,3,6753,0.6253884899415892,0.0,0.6253884899415892
100120060110276147,3,3,9062,0.48087885850748213,0.0,0.48087885850748213
100120050110458448,3,6,6867,1.1786956342799613,0.19644927237999352,0.9822463618999676
100120050110616148,3,8,7682,1.4320741545874314,0.17900926932342892,1.2530648852640025
100120050110094000,3,7,5697,0.9397734994934944,0.2685067141409984,0.6712667853524961
100120050110062016,3,9,5582,1.2520808249435817,0.2782401833207959,0.9738406416227858
100120040110049401,3,9,4283,1.2656694663370305,0.281259881408229,0.9844095849288015
100120050110047804,3,5,5562,0.7139904861203196,0.28559619444812784,0.42839429167219173
100120050110418096,3,9,6332,1.2945232488936886,0.28767183308748634,1.0068514158062023
100120050110544065,3,0,7556,0.0,0.0,0.0
100120040110052672,3,3,4290,0.5105561579244198,0.17018538597480656,0.3403707719496131
100120060110132421,3,9,8976,1.4006407859307939,0.31125350798462087,1.089387277946173
100120050112158600,3,0,8746,0.0,0.0,0.0
100120050110488886,3,5,7218,1.0833225237654582,0.43332900950618325,0.6499935142592749
100119870110438681,3,0,2388,0.0,0.0,0.0
100120060110466660,3,4,9570,0.79747375741419,0.1993684393535475,0.5981053180606425
100120060110506020,3,0,9638,0.0,0.0,0.0
100120060110276097,3,8,9058,1.6914112027286454,0.21142640034108068,1.4799848023875648
100120050110686240,3,0,7724,0.0,0.0,0.0
100120000110586083,3,1,3120,0.5291300477501734,0.0,0.5291300477501734
100120050110036694,3,8,5492,1.1137473640490188,0.0,1.1137473640490188
100119740110000276,3,9,1212,1.2958523704519462,0.28796719343376587,1.0078851770181805
100120050110448249,3,9,6691,1.2934998273608678,0.28744440608019284,1.006055421280675
100120050110021407,3,9,5416,1.337407624151379,0.297201694255862,1.040205929895517
100120060110550002,3,1,9690,0.3220758392483609,0.0,0.3220758392483609
100120040110402246,3,1,4440,0.17020471753080207,0.0,0.17020471753080207
100120050110137524,3,7,5760,1.3262765222022597,0.3789361492006456,0.947340373001614
